Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
China,652218350.383153,660186097.1590419,676128469.6436925,690947577.4661946,706461442.0551977,722099397.4209166,739636313.2742105,758014032.9520564,780311363.1351337,792574879.782876,813493634.3310666,835122491.5599661,853683365.5888977,874283747.7945633,886746016.5069399,901373970.8496065,920337674.135663,937627532.7497787,955244313.5456085,973286387.1665955,989096589.6799641,1005015429.1566391,1020331997.9485779,1034363588.2189312,1047225764.1135731,1059749156.1638575,1071989298.1809206,1083767415.4392185,1095603582.4632864,1107786935.2225876,1123301474.7406254,1142650012.4525719,1163502795.1427593,1182712648.0091715,1198106781.582964,1210421952.924119,1220837749.097456,1230320718.0992594,1238451725.030202,1248352328.8321304
Colombia,16562613.790466756,17029947.49277659,17487819.215226475,18012308.255098943,18551204.58044787,19110750.80415621,19695934.37497353,20292798.4850309,20865317.38473427,21513395.889689174,22090177.481192548,22641852.709419105,23163215.08353427,23640986.15911321,24186666.283882488,24743222.045026954,25288350.651621755,25875851.03023039,26489415.44844364,27117464.638636995,27747664.149634495,28383309.11421286,29032702.456832454,29688760.479487583,30343021.410183217,31003942.534803804,31675710.033604335,32349448.59572911,33019682.292793985,33680983.28084698,34327843.67124249,34957802.017803535,35567754.84781,36169205.988785714,36777853.82299091,37393953.78848277,38008162.23756562,38624930.08197792,39241052.80446246,39841576.58704777
Comoros,191770.4849637022,193999.02701127634,197939.00380090304,200695.68108245858,203670.1098112599,206679.62253331335,210919.5759991511,215469.25379294372,221319.28560802637,224134.83393410657,229010.77558675036,233938.56878198293,239261.89469219017,246237.83784512343,251665.97834493738,258366.92118524003,267153.8163973593,276054.595323089,285411.04576576734,295120.4622548802,305170.5297713868,315494.6853551832,325914.7188983582,336487.2081145257,346970.6980667705,357397.598527198,367799.09055036417,378325.87927879667,389030.4059754548,399905.89238828013,411377.26385400706,423289.25516036985,435825.0016228061,448799.72256633826,461679.91376911016,474302.66913860705,487867.205446592,501675.7934237436,515544.5141853812,530035.179192259
"Congo, Dem. Rep.",14932835.453062505,15579047.1535483,16116474.295480926,16554775.096375976,17018861.27975702,17492256.96188892,17924659.282491926,18384264.071930133,18858703.54081416,19351104.72195428,19876479.720334154,20443459.06935941,21070890.70042133,21729032.768148854,22394957.61190579,23058644.22598656,23711932.34506663,24355686.76678869,24986636.73414063,25622003.71106286,26285632.44415014,26969953.044241916,27657246.648735363,28376467.410519492,29151372.357023466,29961087.54484405,30790713.066827785,31646456.993542682,32558877.311035547,33562115.15433937,34663831.94988537,35882672.574131265,37209407.96758166,38594244.33222853,39976385.74764264,41323232.23909274,42601656.35552573,43829172.96991551,45042287.4932771,46286032.88494055
"Congo, Rep.",1046599.6767748275,1069555.959714103,1093788.6639069025,1119243.7806586698,1145785.0731457002,1173339.9895192413,1210046.2821218334,1247887.8837306846,1286868.9232978914,1326989.2257353093,1368254.8029993963,1410596.8780565471,1454128.0196349844,1498834.9579234985,1544780.4856720753,1591977.5580221207,1638315.3147136827,1685864.8801822083,1734850.2937726392,1785583.4848735945,1838145.4688081988,1893412.721637996,1951173.8410889646,2010905.8392505513,2068912.0742767563,2127091.054822081,2186628.4979335405,2246884.2734008403,2308295.0035815723,2371066.32935015,2437621.922735437,2507205.285065525,2580082.4529864443,2655968.327934614,2732447.8751166165,2806800.4154881174,2884652.123444045,2963195.7474161563,3041904.4015978803,3123032.2096085944
Costa Rica,1330750.0057080728,1383872.2916917233,1435503.1451678323,1486152.9969682368,1537855.2457602583,1589180.1653032973,1640704.036310465,1693031.3633620907,1744690.477145351,1795515.393074127,1848210.7009349172,1901090.8084535943,1949942.547196133,1996851.4611421693,2044464.1486934172,2095815.8678049892,2149287.4150746223,2206236.4433418354,2266451.113628038,2329541.2003844203,2392001.3761138488,2456707.759356218,2522628.6605506027,2589593.3457165146,2657297.502097528,2726658.6349536986,2797875.2696118616,2869553.3950669826,2942414.795653707,3016711.408390562,3095203.5589778638,3178326.634330253,3263068.067066023,3347033.3589343214,3429773.8670652835,3512559.4874105565,3595467.074627607,3679790.3045052784,3763785.417783579,3847820.254642113
Cote d'Ivoire,3531139.578545125,3708288.315542586,3865934.945864767,4007094.7479260284,4157445.656652622,4315078.396743791,4474407.355830247,4645611.582699088,4828015.901083602,5024434.834966643,5239773.658188658,5475962.338309022,5736069.772531809,6014945.511805944,6308641.606614273,6615412.793043233,6932465.181193979,7260288.085510334,7596545.8632516395,7942301.012828961,8299675.673038691,8666586.866465343,9038524.72924128,9419712.38756381,9812074.5999516,10211419.593964526,10615847.31873587,11024793.182591764,11439658.72430423,11861076.590500718,12288159.831900315,12721276.74634474,13160910.843980594,13605469.315450089,14053945.816775242,14507333.181491943,14965254.249729356,15427051.023286374,15893288.140157046,16364560.045394188
Croatia,4136173.073639465,4185257.7820571037,4211680.799110709,4240409.410534747,4269529.35655395,4299342.04638945,4316466.1921449825,4333782.168213092,4341733.288581986,4376323.9494518135,4396008.900187723,4417687.902508652,4440542.795923279,4454075.338835009,4486358.909256497,4515085.784019719,4533531.432528591,4557066.019224577,4580107.774744421,4601321.560483179,4619904.521293994,4634780.63231256,4646114.118758014,4655364.692967903,4666299.385901472,4676911.375065025,4686026.247735888,4692191.197966228,4695406.066801563,4695895.825573601,4689320.756505268,4677096.071990481,4658323.225821644,4635114.868332281,4613283.968886621,4595904.151188808,4572436.831135206,4548482.4442556575,4525148.039111573,4496375.094007246
Cuba,7211389.834179668,7260752.60096609,7387715.023089223,7586486.969612453,7776147.731521618,7958274.23969136,8124288.0811968185,8274923.185350664,8420680.155283315,8573033.887933867,8747274.400668565,8932832.748164304,9081224.179208713,9206934.304494211,9314611.475756148,9410637.504925286,9496078.162749803,9574742.371572988,9656952.87412653,9742464.063590081,9804298.65872311,9865646.397296129,9933814.047755437,9993247.081042344,10048514.429843592,10113835.028963381,10192885.70487685,10279522.676750617,10368775.671684535,10455577.373335512,10549912.338354481,10654756.02007941,10746274.84732152,10815095.705956256,10871670.215442086,10931492.15139545,10973823.065523515,11019912.791930502,11057427.62288556,11077643.37675806
Curacao,124046.33421226268,126075.85726720365,128382.51907170279,130899.09031615136,133299.57190126867,135476.37422762506,137560.11121616728,139444.12631198246,141118.21838518407,142599.3991647392,144163.35578941857,145644.60812750505,146590.22917464864,147206.10568464745,147641.93587857805,148127.02507395163,148559.00766252464,149033.8757486266,149574.6329468597,150131.64757864806,150368.08766309946,150558.13050662185,150682.3408780874,150640.33420682471,150364.44831582485,150003.4565829881,149605.66322422802,149069.76328817406,148443.5514149423,147753.80660857068,147268.40149085136,147019.54286858655,146747.03627502883,146293.95576565678,145661.85620844475,144958.94547805015,144216.3011312661,143550.27708803548,142779.56475852086,141895.51050650433
Cyprus,571670.4979835164,572835.3188684122,574659.7554765551,577093.3107450026,579683.9800565962,582465.1262765497,588029.8219812533,593722.2254478167,599714.5716883054,606174.3649760776,613153.5449423288,620678.0316896555,628602.0692017537,636685.9302127095,644569.8397227938,651965.9183030967,658191.9003444604,663983.2076301859,669487.5781826279,674875.3143816419,680232.972265513,685900.3331563502,691972.146427996,698469.6980874706,704530.5890877983,711090.8412704435,718570.3209738393,726818.9608855696,736262.1758706145,747326.4404039779,761004.4552213778,777284.7331079699,796047.8390993896,816506.8040121741,836923.7785366523,855733.5281183157,874388.4744619955,892276.1758916897,909766.0900074295,928378.3350020938
Czech Republic,9565068.006662285,9652959.319829123,9680104.538742892,9703662.121510897,9728538.48019388,9754281.628154185,9772879.553741606,9793112.06770663,9792210.860758035,9851163.003796937,9877126.981565205,9908343.103380512,9945055.19225711,9962502.05776297,10024093.482551869,10079843.584104264,10107848.781412283,10148796.159022719,10189139.51816171,10226095.570688505,10258396.629235972,10285242.893553168,10305412.30362676,10323328.584352655,10338643.0777011,10351990.784224924,10363951.721312221,10369365.511478256,10370632.834951196,10369694.37730216,10363978.193758816,10355073.864448158,10342268.931674339,10328660.533595875,10319219.994625024,10312764.910411412,10302303.269147638,10292288.16751697,10284426.69408463,10272599.710995136
Denmark,4583576.542488496,4609739.549576423,4644382.0856834315,4686990.274100041,4727142.439322489,4763133.948380861,4798929.417440992,4830841.001294607,4859863.728908032,4889174.210847554,4925531.238003587,4965608.530965457,4996065.893503655,5020255.498322322,5040132.299843611,5058874.926565496,5073003.260097756,5086269.406859355,5099917.259635182,5113514.630750398,5118601.271793237,5122821.488396755,5126096.219768176,5126091.452399101,5121732.657026402,5118254.8526171325,5117327.724575775,5116204.601026868,5116411.784955237,5118987.951807354,5131343.803526778,5154716.755080891,5181663.169654263,5206616.955949022,5227691.234613509,5246194.063648623,5262161.947845429,5279352.147614002,5294088.907981979,5307874.867129711
Djibouti,82490.53960322123,84745.37156887818,90117.69040558394,98400.91470384412,107657.29469204275,119228.72183566773,124713.24447179097,131439.72230590647,140261.10213891696,150898.71510594618,161078.9271875592,171970.4336719811,186423.30004267814,203299.6040651193,221000.9459733311,237616.08938453672,256476.8978410121,274554.66008663503,292262.0204294198,310040.4923074087,330512.4079121663,350939.62642646115,372172.1868685088,394242.99857846834,420414.00608541537,447706.14347803127,474641.7479444407,502764.7235128777,530713.751004857,557693.029123228,579011.7235167725,594844.2869435055,606886.9944988443,617210.3443833217,628780.2895452171,643512.8339748685,655463.4731329354,666371.4215091737,677829.4402954723,687095.8834439553
Dominica,59820.66921361213,61228.97341948614,62379.470979783146,63528.98020472632,64622.696483283886,65593.414696807,66459.28555284951,67240.20183359754,67842.87756707286,68712.17341534042,69627.4966560738,70686.56676211365,71583.80598321554,72251.4793979687,72989.42908985914,73641.163488436,74002.1800660114,74350.75748310675,74646.10041273254,74881.31654900001,74865.36780925174,74773.48055978288,74568.11308169004,74244.43879774873,73789.40049833208,73306.68760948777,72827.78504264962,72266.70772523206,71700.36342623808,71190.56583670933,70919.0873885281,70936.06002863498,71058.08925843761,71144.03687795262,71150.71462024942,71104.99113928885,70970.71066315217,70861.0233075485,70708.681902429,70543.6551715803
Dominican Republic,3304149.06524131,3402245.358266227,3513461.787723166,3636397.3786599087,3759211.9189097313,3880703.8424553657,4004084.4663354047,4125601.6853230903,4246868.416056753,4370569.979018338,4500892.41443248,4635766.886664735,4766101.839203545,4894428.939147129,5021921.223363136,5150321.462721001,5277608.478036432,5406162.535815947,5537699.968911228,5672538.622000468,5805459.977294507,5941642.5665693935,6081175.692149908,6220620.061712075,6357317.093072629,6493964.651738187,6631547.181524326,6768409.223278317,6904722.1009396305,7040526.707238316,7180279.034059581,7324126.158312722,7467426.404474755,7608105.5800753785,7746741.2390247835,7885013.231088449,8023373.700668081,8163662.166798324,8302377.882929799,8438745.078765415
Ecuador,4556971.436000115,4675630.0902064275,4808326.333000853,4953527.225362748,5101414.506597605,5252295.2443671925,5407609.075028224,5564389.904448896,5725225.234545587,5892347.343172877,6066261.269596787,6247511.730219974,6433682.076312954,6623439.648998564,6813645.624167818,7001797.828600488,7187336.395874335,7371402.520038691,7557614.204497413,7749718.040050716,7949646.564424832,8159056.125691985,8378077.401508856,8603112.477737766,8830409.457733449,9059195.578076858,9289391.695837371,9521449.916244913,9754941.257281665,9990016.202820342,10227298.307943854,10466345.642776411,10706296.880774368,10947331.268835641,11189494.201954726,11432176.779300492,11675196.513745643,11918508.707228635,12161479.373346824,12403542.915647127
"Egypt, Arab Rep.",27426622.541544534,27875429.44477005,28438806.11674738,29114403.966927025,29835176.5335935,30629789.532513455,31514609.892929763,32450184.467675,33419891.581722796,34371505.15668932,35231576.56904659,35999875.72299595,36735492.63862553,37468743.82129757,38238927.3444416,39059605.91606222,39968859.564757906,40938624.574200064,41965906.176186964,43032836.377934314,44159014.75019064,45312986.380865015,46519439.55218377,47767202.42959792,49052097.01614741,50368691.893438235,51716813.895231925,53106680.58125574,54511983.19333265,55910038.48438393,57257620.01327681,58539537.71690773,59789255.54247172,61045384.07420138,62328376.17535176,63629636.295878686,64946792.72471737,66257875.58139678,67575354.3558298,68885605.4026795
El Salvador,2790775.408510396,2841965.3907694654,2921678.7691312153,3012267.935106202,3102360.624130587,3192547.40353463,3286699.0170748583,3379148.142093895,3478765.2766473396,3564470.259646804,3662866.2321030796,3763111.907322022,3862618.6403107336,3967887.7215142986,4058872.2029754324,4147782.1651480915,4240864.206670389,4326728.811412295,4409997.830696823,4491330.2370542865,4570282.728133838,4647834.839899997,4725529.7882372895,4800142.022809483,4870605.671512332,4938117.775192195,5002945.242804568,5066981.988357984,5130109.205263246,5192998.629095206,5257876.115913666,5324460.017587142,5392306.328267802,5460671.490204306,5527901.830742417,5593505.311798122,5659096.977334556,5723528.830581229,5786147.757882318,5848759.266529407
Equatorial Guinea,262570.41380236123,257913.0520108895,262401.2250390493,264722.9959098713,268733.72433925886,274708.48065269284,283908.20871381974,295405.2972999173,311059.3909057329,309873.7163724239,308994.7509822387,299522.6869027526,284627.18480794923,272219.3572158718,253298.3513494652,241662.22536457493,243344.42936980224,248170.92716870364,256813.51853739144,267180.679192208,278659.02108086227,289850.38444906706,301218.6560625115,313150.3056386339,327009.5524007331,342216.7273578574,358393.8059437331,376505.4285196471,395544.6060236383,414349.9560512535,432058.6222941829,447996.07940824423,463426.0989620404,478673.5539395297,493580.01936719706,508933.0232465088,526259.7126475191,543830.9093718007,561470.1930543382,579949.7282437366
Estonia,1223848.8763889822,1223582.6334186513,1233997.2900397826,1254087.9786328126,1274139.7301048182,1296124.7775744523,1309102.5599791727,1321734.7023229592,1335667.7827738433,1350683.8335944235,1363957.0019626918,1376111.808879094,1388219.263189602,1400666.5650474567,1412797.9554371932,1423108.1221613232,1436607.6787273162,1449088.9438742725,1461160.3678672933,1472244.914882105,1483425.7467990203,1492222.7675741261,1500755.0573539273,1507868.2044753653,1518114.0145186384,1528872.7417645766,1538601.5946508995,1548983.709678856,1557672.0000122355,1563110.516421275,1559602.3098749437,1547377.0649654695,1527547.3593934341,1503032.4068676762,1479061.7103355413,1459308.404526659,1435045.0793222687,1409563.0728369213,1383903.0454343685,1353349.4063355585
Ethiopia,23129446.317788713,22345047.100175537,22824041.46473799,23499773.531656176,24136262.80420894,24715731.48503016,25593224.478218935,26411685.01592789,27607992.563714437,27729327.226852775,28597099.008345738,29449885.252424344,30097993.844404943,31067630.351991944,31239886.32575015,31603821.935611933,32484611.147134848,33208544.809949808,34017487.265101135,34920032.697172664,35787886.07562713,36748434.55223102,37823209.41974505,38897271.95697214,39911062.21292318,40972496.43422358,42120597.71064428,43390614.98843934,44750581.25374066,46159041.97803904,47799135.27302092,49635900.827661075,51590627.3992395,53549100.69624749,55388482.45279983,57129022.4667897,59015756.147742264,60958801.91600673,62843701.72493391,64816020.88677371
Faroe Islands,34846.582139184866,35322.95703074847,35595.494062846796,36019.46963322295,36441.5041874181,36879.89898452499,37277.7299278962,37666.63492041884,37926.58240435227,38594.929589891166,39053.44619526858,39549.35523015722,40047.738096047804,40399.15307935058,41006.05642475368,41529.10891877696,41842.09086791491,42207.17581724518,42580.52765043862,42975.2680328657,43390.42454055931,43839.23062745951,44329.180527382094,44833.392727136576,45318.254471069435,45779.3944692171,46223.888926565,46622.304399101806,46952.63445206307,47192.516865887184,47301.804973743805,47274.85622474222,47106.640932797396,46867.06418911807,46664.45913750239,46538.3638723326,46429.05610101337,46371.10184762736,46342.03032449238,46239.697196865134
Fiji,407423.2649955071,418712.61855158454,430212.22384994023,437447.8178463116,445660.5208693262,454386.52594583447,466763.1917091358,480380.4169569408,496047.49076803366,505688.34578536067,517631.0380020954,528354.5904906729,539044.4110334642,551705.4974471914,561230.8344213258,572702.5071521302,586884.7842992562,600742.8207679981,614636.473593058,628500.8928491509,642546.2618903421,656669.1707153172,670098.3615552426,683105.5299086439,694503.7526022728,704132.3479635954,711997.1283651228,718329.9143738031,723821.7566184342,729078.3474964133,735548.4624552737,743146.7807379799,752275.2536997629,762037.028435567,770354.1159647076,776153.9428897636,782506.3567591085,788009.8399644337,793082.2412214034,800198.1390484782
Finland,4426946.3073324105,4466134.728218263,4497639.062565679,4522338.600836417,4547050.9791265465,4569672.42696299,4581166.946694899,4592524.135000415,4602422.92634148,4611777.590718042,4624768.094212795,4640202.498849559,4653834.808455954,4666408.350200489,4679209.159611687,4694615.7643755805,4712375.519061047,4732059.546002712,4752997.933353559,4775034.51403713,4795044.920403834,4814911.891838223,4832845.978458026,4849962.847730756,4870013.533154849,4891180.346111057,4912091.032200305,4931993.9382354,4951839.727767293,4972275.003410824,4993924.968343379,5018300.227929397,5041989.627120983,5062305.359431567,5080838.181218779,5101795.251357621,5119446.589383947,5138102.471226109,5156629.206615827,5173299.006104164
France,47008086.27232464,47499427.90298893,48075902.105669364,48731216.237066224,49364739.25328762,49964058.07713039,50438485.68340086,50869529.097518325,51273281.164364256,51686528.80732868,52151651.27603168,52645415.165343866,53052452.61454663,53397363.812422924,53701037.23868719,53995218.38694112,54288871.92654013,54592474.95643728,54917090.76907224,55258979.114354424,55539869.67510014,55814354.24507544,56075933.47273574,56305616.01183943,56543085.28182878,56805249.499644235,57091448.22431364,57379384.58511003,57672006.03623385,57970187.86832418,58292707.10915766,58651773.86366253,58977905.37112619,59227902.304859415,59429651.43990977,59654879.97974286,59820525.7127709,59997812.16637587,60152488.86012956,60257605.43060294
French Polynesia,78419.4218214556,80913.68508091845,83702.3499775436,86731.12315556283,89850.27606352397,93119.23433847583,96501.42941725836,99959.4365609124,103544.76751233237,107219.70224158891,110787.52470760682,114334.44274129413,118144.72870985484,122147.62970483187,126262.96926674167,130365.40324560384,134564.90905474592,138763.38359787184,142981.41573224624,147247.05047704035,151774.46260072524,156390.676999361,161140.0442127503,165973.4864794557,170829.11716586642,175585.4061166151,180206.25249398767,184779.96176012844,189255.73060936306,193619.56297592234,197701.78418834566,201456.5959330976,205066.20154236918,208711.99485267757,212468.7622758982,216287.4224009835,220168.8123864428,224006.19777957132,227865.69923333888,231665.94458569004
Gabon,498666.9233074301,499279.83839493035,508157.85468908376,517005.4810731268,526062.4543085252,535226.519912478,545379.892377009,555709.5279763206,569587.5182974495,575448.5546752571,587092.8909368999,599077.9754792468,611483.7627989394,627597.9774584973,637871.4610577642,649411.773830871,665249.9591706981,679516.3592072906,694208.3988336732,709953.273984845,727162.5877286645,745897.8715819295,766088.2445256247,787142.4403811789,809010.2525834125,831281.2277481921,853745.3492990476,877177.7061299039,901335.2064326529,926044.6285585153,951690.2157247793,978052.6835998441,1005249.8505646451,1032789.9031107924,1059923.223619357,1086863.0699265294,1114621.363178584,1142495.806746569,1170212.2998014854,1198606.6709879523
"Gambia, The",362171.2637971261,374639.04165272985,378262.6658961229,385351.0947935368,393122.2986997041,401935.0450502146,410968.8168361072,420583.64027271897,425994.67326163466,444864.32626868563,456080.1902525212,467986.7213559678,480108.8877503966,487602.77640917955,504820.3395248001,520869.6592496681,531143.1359759151,544918.9435927143,560511.9810588501,578390.3073597142,598733.6993058395,621990.6350171381,648215.0496508336,677178.1858433891,707677.9126023181,739846.1585577108,773979.7944077962,808845.879445329,844013.3357914338,878914.4769838463,912496.6499758862,944664.3795762436,975109.62046697,1004920.6455473235,1035749.296245325,1067482.163671277,1098766.4638217646,1130575.4440996167,1162873.848049804,1193816.5518818577
Georgia,3634452.720960497,3714274.0109506026,3779605.2186964005,3828805.752128157,3875292.885094421,3917403.8980610548,3961061.7686712155,4001022.3528888365,4038094.4722595317,4072873.1717189904,4101973.213520523,4129809.4332788642,4170109.887870336,4216946.208294865,4265669.960387982,4311383.392603116,4353363.568870582,4391658.35242132,4425064.60966449,4455371.32856342,4492386.140009719,4537371.53195899,4564770.486813272,4599057.014368965,4635572.221995126,4664304.048210675,4693809.206410404,4725861.15082349,4764323.209272178,4808464.617575264,4824106.478475302,4833960.222421414,4856307.988242445,4862731.653867266,4816525.821227482,4738436.4404196525,4657611.305221463,4573840.365575531,4495138.052760785,4418185.8374454025
Germany,73868670.34255221,73459133.78745669,73881534.00059843,74562434.41204163,75171025.97440931,75677443.78092897,76264804.57094878,76745084.9492865,77364064.78476347,77398026.79218626,77905040.95140612,78428180.03890333,78651278.6026273,78917194.51421024,78676618.17572546,78508058.6194242,78553300.07090637,78496749.93547904,78493145.06685463,78541928.37035859,78440897.8308838,78374268.82804652,78359458.23223662,78293185.27776065,78154551.39130315,78067772.28027992,78072315.54482177,78146900.80116461,78278593.05935708,78441579.18915474,78816182.79801454,79403329.15017548,80043347.51055932,80604395.22603959,81033794.68312159,81399640.61428675,81782376.07185896,82218137.9317304,82585676.19599257,82952665.6421447
Ghana,6776355.733965778,6938002.926571867,7098752.206405763,7259687.166425325,7432222.355398736,7618315.202384373,7814296.501192126,8022835.368018385,8239769.179950428,8457667.393944295,8666559.970057739,8869599.115069134,9081354.92797895,9298083.977327691,9517737.501164455,9737694.911272975,9960722.512563065,10184747.866304412,10414955.113880407,10660299.095618296,10935578.42350941,11235628.424971683,11559048.718063638,11904965.701490426,12269189.95352106,12642393.456427464,13021548.252485659,13410422.586869294,13808320.225460965,14215770.725440988,14625914.737364074,15037633.45254702,15456767.449257342,15885490.062211871,16321096.823067764,16758820.943438584,17196585.95442911,17630940.57523578,18067657.02749797,18508458.48121567
Gibraltar,23324.846268696252,23821.224566813587,24464.713009680316,25087.702318925876,25672.28670497408,26170.981949456916,26634.898685724038,27042.983287718933,27459.55128954324,27688.323213335243,28141.311261048613,28652.619453992113,29030.014073267288,29384.666012634923,29552.71979984786,29743.73095465538,29954.703382736297,30121.170637277894,30281.252294820144,30431.554194193515,30444.28423930193,30432.670751856676,30373.899761730412,30248.811303148454,30059.15021005192,29864.74310489442,29680.53902193199,29477.05227016389,29289.027837502566,29140.83312494889,29162.77897167934,29376.815682535904,29669.85311499294,29935.523595702034,30125.608715871196,30275.495398933905,30406.95119927857,30564.54907352427,30687.690596700617,30823.468665907378
Greece,8328412.176458115,8407102.7172869,8451803.238921057,8491797.152781712,8533240.970772056,8575306.128207622,8613102.792848121,8652951.909582157,8683102.5888361,8745200.589214424,8792762.074950343,8845214.307117425,8903625.056097962,8956247.100069664,9037024.464140138,9121646.748947462,9199318.266137522,9289892.9341944,9383755.898125796,9476353.748652179,9565020.037279695,9648076.177170366,9724737.240234002,9798661.721070562,9871274.112399202,9943111.558541305,10014426.220583357,10082088.373973042,10146949.295787916,10209249.075995944,10266984.825089006,10320572.397409696,10370288.688519606,10419081.92180193,10471494.268067509,10528513.105204988,10587105.539301166,10648661.855745006,10712634.794350037,10773756.928134497
Greenland,33329.50474513424,33536.537101255424,34467.46188336061,36078.63450543018,37653.0817157125,39241.63046497753,40772.04054612732,42224.80040281988,43629.72746096061,44969.11046468551,46244.4640120375,47355.26643165457,48005.53568749367,48391.62232262193,48661.32567947368,48926.56018081625,49268.17276511178,49658.67881489807,50149.63456942407,50675.73022771535,51018.24941973068,51311.819377047315,51657.134015104806,51930.668380449395,52196.411246993914,52566.150505471,53068.153897069744,53664.430604176916,54276.29336668155,54826.60790174603,55326.36116590026,55782.04071250142,56049.1581325529,56109.36721997829,56090.315345740135,56122.30539047487,56018.06550151385,55928.511682991055,55771.179566284496,55447.25658588036
Grenada,89822.8453096498,91801.76379194301,92954.761169306,93382.65054581531,93928.6239435955,94501.46647710248,94654.40696734184,94969.52208446783,95190.54366671894,95113.2033201944,94721.80541565912,93964.42317502791,93001.82725288314,91946.88456640461,91067.29578003839,90605.52262759907,90631.41956527214,91022.94800951294,91613.1883507806,92276.63294635079,92946.51856401179,93538.68809289503,93957.67599408979,94373.62182618523,95014.15512911935,95701.23563881165,96336.88854513623,96913.69190219605,97468.35260924167,98016.3594966286,98462.53397174977,98852.72043351759,99178.83372714627,99404.14872955089,99613.14517880804,99972.07807262862,100265.0787771726,100585.32946947115,100948.16576746028,101274.04310851663
Guam,67082.05371600544,68204.60681811323,69558.6261873146,71136.82722430055,72772.17807483634,74491.91233154145,76345.86489281368,78255.74794091383,80213.21334386889,82179.2291780839,84108.5618314494,85980.46825442549,87777.4353729968,89558.41051879532,91381.38070007152,93280.72719556525,95280.55360479649,97371.74234336732,99563.46783954241,101834.85686465791,104156.22095418679,106539.66056741994,109014.93922235646,111546.37104075357,114115.43087569403,116747.83305856916,119454.71395520485,122228.94535256254,125039.48316787976,127855.43141934098,130665.88925064316,133455.35434223694,136217.41767005163,138970.99327324674,141739.65127179772,144527.46850984223,147333.78004136187,150152.82315202075,152970.54652157897,155772.18211979175
Guatemala,4201067.06339515,4333501.472531475,4468924.563088494,4606065.899126848,4745240.88996933,4884729.580427347,5022901.424686915,5161378.491492348,5302207.122577358,5448697.383596998,5603216.524375833,5767469.168387342,5940465.368438264,6117351.684427034,6291702.538807567,6459341.56225997,6617956.159493977,6769794.033785926,6920127.489151829,7076907.891911059,7245952.527637143,7429100.198299349,7623972.021368355,7827644.6630760245,8035144.733646698,8242310.133837873,8447806.925634075,8652888.686371977,8859263.53076618,9069490.427208157,9285129.085286368,9506603.249661028,9732932.647680711,9962468.427801874,10192963.066393524,10422913.31417248,10651749.718949042,10879727.602383375,11107263.120824998,11335072.607069736
Guinea,3788860.869919288,3668069.61863178,3702843.6034231903,3745999.797233564,3789872.719271267,3834637.0286821276,3898925.5058588237,3962409.221694694,4084609.635617505,4058851.357168749,4126119.4610135257,4189277.217937243,4247264.2395795705,4358565.833369411,4353259.057406867,4355960.027348022,4421297.430332679,4446370.2583049815,4468892.34421055,4501175.122483188,4550988.607065192,4621412.682769006,4714821.133166674,4821828.206589844,4944575.461123375,5081425.173228781,5229849.345078726,5404259.997312652,5603460.05717478,5828588.274851712,6089543.649650843,6385288.5857319,6714741.747822723,7059577.400796953,7392840.188451025,7707918.032535284,8018297.608023974,8315523.549417268,8602507.995847106,8906031.95387517
Guinea-Bissau,631633.6937733971,626805.4799176479,628104.9472408266,634501.825915312,641273.8188113954,649505.9721026325,659820.2727150635,670340.7644968897,682354.155646731,695268.3650874528,708171.9663220908,721530.933370516,736505.4923612758,752225.2834185181,766284.0228491775,777166.1665022599,785744.8671366405,791524.2306977527,796343.3557333318,802038.227146883,811116.9021683047,823049.9980467926,838563.2940512708,856463.0617266408,875658.590572101,895671.762690162,916484.5899002905,938931.654336493,962402.0074147179,986679.5244168164,1010650.9911315168,1033974.7893743068,1057635.9940841098,1082441.3252086744,1108129.692914938,1133570.7518780804,1158549.5867979648,1182562.6189836038,1206506.9993064925,1230580.0237509303
Guyana,569681.6317127645,593527.6533878474,611048.6412917485,625668.90435439,639780.7060990334,652122.7952902585,662258.4611576921,671630.556427889,678649.3091574404,688719.2156699426,699576.7136189709,712446.9010722099,723901.3183696994,732851.6203174484,743024.3898337327,752725.608291612,759154.0747513857,765763.4021072928,771694.1708451028,776848.4208165728,778929.568880158,779981.423728212,779043.8705978249,776596.9752761067,772738.050566626,768311.007177392,763492.5925072939,757190.3068741246,750749.0256890461,745269.0602595364,743167.9532420356,745231.9104639539,749155.023661531,752860.5300000499,755560.6192128579,757678.4536824024,758737.7938999215,760169.1223556544,761215.1522967508,762414.065055484
Haiti,3877180.711779752,3951890.466997452,4025656.1511841924,4099298.0524156494,4177518.9702929636,4260746.395886255,4348505.401590734,4441547.106344383,4536664.764302025,4629498.427310461,4716540.4122939855,4797218.753959436,4875745.89865356,4954722.148359114,5038674.6634378545,5130654.4633846935,5232296.467595682,5341895.607406769,5457849.224664734,5578267.239872547,5703363.466810658,5831260.676511136,5962043.850549025,6096408.622048029,6234734.820883836,6375627.32458293,6518521.9133635545,6663525.393109788,6809815.3137821695,6956445.466611384,7101363.120833651,7243924.642187602,7385617.836815527,7527860.851298847,7671712.168531627,7817499.569883194,7965100.267270884,8113279.476678595,8262386.66137693,8411660.2291384
