FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13
40109,10.2,10.2,28.7,31.2
40111,10.5,12.5,33.9,38.0
40113,11.4,12.4,31.6,34.5
40115,13.3,15.6,31.8,37.1
40117,13.6,13.4,32.8,33.9
40119,9.4,7.1,31.2,28.9
40121,11.6,13.1,31.2,32.4
40123,10.9,11.9,34.8,35.6
40125,10.5,14.1,33.9,34.2
40127,12.3,16.8,30.9,30.3
40129,11.5,12.5,32.1,32.8
40131,10.6,10.7,33.7,32.7
40133,11.3,14.4,33.7,36.4
40135,13.1,13.5,34.2,32.5
40137,11.2,13.5,30.1,34.0
40139,8.2,9.6,30.1,32.7
40141,13.9,14.3,31.7,33.4
40143,9.6,10.6,27.3,29.6
40145,10.7,11.4,30.6,33.5
40147,10.3,14.0,31.5,33.2
40149,11.0,12.6,27.6,40.6
40151,10.0,12.4,29.5,33.4
40153,10.9,11.5,29.4,38.6
41001,10.7,12.0,27.1,26.9
41003,6.8,7.8,23.7,21.6
41005,7.7,9.8,25.0,25.3
41007,8.4,11.0,23.7,30.7
41009,7.9,10.6,31.0,33.8
41011,11.7,12.8,30.5,30.4
41013,8.9,12.5,27.2,25.7
41015,9.9,11.9,27.0,29.9
41017,6.5,7.8,18.1,24.1
41019,11.4,11.4,30.1,31.0
41021,9.9,11.6,26.2,27.2
41023,10.4,12.4,27.0,29.6
41025,9.8,11.2,24.8,31.7
41027,7.2,8.5,26.9,26.5
41029,7.5,8.9,22.4,25.6
41031,8.3,11.2,26.7,32.5
41033,8.6,9.3,25.1,27.1
41035,8.6,10.8,24.8,29.9
41037,9.5,11.5,24.0,28.0
41039,6.9,7.8,25.9,27.4
41041,9.7,13.3,25.7,28.5
41043,8.5,11.2,28.2,33.6
41045,7.7,8.9,27.8,28.5
41047,8.0,10.3,28.2,34.1
41049,8.5,11.4,26.8,30.9
41051,7.3,7.7,22.8,21.3
41053,7.9,9.3,30.9,34.5
41055,9.5,11.1,25.6,27.1
41057,8.5,11.4,26.2,28.8
41059,8.9,9.9,31.4,31.8
41061,7.7,9.2,24.9,27.3
41063,9.6,11.4,27.2,24.3
41065,8.1,11.0,32.4,25.5
41067,6.4,8.4,24.0,24.0
41069,8.6,12.6,25.6,27.2
41071,7.7,9.6,25.0,27.8
42001,8.2,11.6,26.6,31.4
42003,9.5,9.7,27.1,26.7
42005,10.4,11.7,30.3,35.9
42007,10.2,11.4,30.0,29.7
42009,8.9,13.2,27.1,33.7
42011,7.6,11.0,29.0,32.2
42013,9.6,11.7,33.8,33.1
42015,9.6,10.9,29.1,32.5
42017,8.7,9.6,24.4,25.7
42019,8.7,10.9,25.0,28.5
42021,11.2,13.1,33.4,28.9
42023,9.9,10.4,28.6,27.9
42025,9.3,10.7,29.0,35.0
42027,7.9,7.8,27.6,26.6
42029,7.9,7.9,22.7,23.0
42031,9.6,11.7,30.4,33.8
42033,9.6,13.7,30.9,36.8
42035,8.8,10.9,27.9,32.4
42037,8.9,11.9,31.8,37.9
42039,11.1,11.7,29.3,34.5
42041,9.9,9.4,26.0,27.6
42043,9.2,11.9,31.5,32.5
42045,9.5,9.0,27.0,24.0
42047,9.4,10.5,28.6,28.5
42049,9.0,11.6,29.4,31.2
42051,12.4,15.9,33.4,38.5
42053,9.1,11.3,28.9,32.1
42055,9.0,11.4,29.4,32.2
42057,9.4,11.9,28.9,31.6
42059,9.6,12.5,28.6,33.4
42061,9.6,11.5,28.0,29.4
42063,8.8,9.7,28.0,37.2
42065,10.1,11.5,27.9,31.5
42067,10.3,12.3,30.8,34.7
42069,9.6,11.5,25.9,31.3
42071,8.0,9.7,28.5,29.3
42073,10.4,12.5,27.9,34.3
42075,9.9,10.1,29.0,29.5
42077,9.4,10.8,26.6,30.1
42079,9.9,11.7,28.3,28.9
42081,9.1,10.7,27.6,31.5
42083,9.3,10.4,29.6,31.9
42085,10.1,12.2,29.3,31.7
42087,9.3,12.5,30.5,32.0
42089,8.3,11.2,27.7,28.8
42091,8.0,7.4,24.5,24.6
42093,10.2,12.4,28.3,32.5
42095,8.8,11.2,28.8,28.6
42097,9.5,12.1,28.3,35.3
42099,9.7,10.3,30.3,33.0
42101,11.0,11.5,30.2,29.8
42103,9.2,10.5,31.3,29.1
42105,10.2,12.1,30.0,32.4
42107,9.8,11.4,31.3,35.1
42109,9.1,9.9,30.7,32.5
42111,9.7,12.5,32.1,37.7
42113,10.8,13.1,30.6,31.1
42115,9.1,10.1,25.3,30.4
42117,9.9,12.0,31.4,30.3
42119,8.5,10.2,29.4,28.2
42121,8.9,13.2,30.5,34.7
42123,10.2,12.5,29.5,33.6
42125,11.0,11.8,32.4,28.3
42127,9.8,12.6,27.9,33.1
42129,9.4,11.8,25.9,30.0
42131,9.3,10.8,30.9,33.4
42133,9.0,11.3,30.9,33.3
44001,7.1,8.8,19.9,22.9
44003,8.8,9.9,25.0,28.8
44005,7.2,8.5,20.9,23.1
44007,8.2,9.9,25.1,28.2
44009,6.7,9.1,20.7,23.9
45001,13.4,17.0,30.3,35.2
45003,10.9,12.8,31.5,31.9
45005,14.0,19.2,34.6,41.1
45007,12.1,13.2,26.8,33.9
45009,15.2,17.0,37.5,40.3
45011,13.6,17.3,34.6,36.8
45013,8.2,9.8,20.1,22.0
45015,12.5,13.5,36.3,35.0
45017,13.6,18.6,33.9,35.3
45019,9.3,11.1,25.9,24.6
45021,12.2,14.4,30.4,36.5
45023,13.0,13.8,32.5,36.1
45025,12.8,14.8,32.7,34.8
45027,13.9,17.2,35.9,42.3
45029,13.3,16.5,33.7,39.0
45031,13.5,14.6,32.4,37.7
45033,13.5,16.5,35.8,37.4
45035,10.1,10.4,29.8,33.9
45037,10.0,14.1,33.8,32.7
45039,14.5,18.6,36.0,41.3
45041,12.0,14.1,32.5,34.1
45043,12.7,14.4,32.2,30.8
45045,8.9,10.4,25.8,28.1
45047,12.1,13.2,32.7,33.5
45049,14.7,15.1,37.7,42.0
45051,10.6,11.1,27.7,29.8
45053,13.0,15.0,35.4,37.0
45055,11.7,12.6,30.5,31.7
45057,12.0,11.8,31.5,31.3
45059,11.7,15.0,33.9,40.8
45061,13.8,16.9,36.7,44.3
45063,9.1,9.9,28.3,33.4
45065,13.9,17.6,32.2,35.2
45067,14.4,17.2,35.5,39.9
45069,13.5,15.2,38.5,39.2
45071,11.3,15.7,34.4,35.5
45073,11.7,12.0,28.2,28.0
45075,14.3,15.1,38.5,41.9
45077,10.0,11.9,27.7,30.2
45079,10.8,11.1,30.1,32.6
45081,11.8,13.0,30.8,35.6
45083,10.6,12.8,30.0,30.5
45085,13.4,14.3,35.3,34.4
45087,12.1,15.6,33.0,36.9
45089,14.4,17.5,39.2,42.5
45091,9.0,12.0,30.0,29.4
46003,8.8,8.7,27.9,28.0
46005,8.1,9.4,30.1,32.0
46007,10.5,14.6,34.2,36.6
46009,8.0,9.4,29.8,29.6
46011,6.1,6.1,27.9,27.4
46013,7.6,8.4,29.5,32.2
46015,7.7,10.1,29.4,34.4
46017,13.6,16.2,39.1,42.0
46019,8.1,8.4,28.5,31.3
46021,9.7,9.9,27.3,30.9
46023,10.1,11.7,33.4,33.6
46025,8.9,10.4,29.8,30.6
46027,5.8,7.7,28.7,31.1
46029,6.7,8.3,28.5,31.2
46031,11.9,13.3,39.0,40.9
46033,7.9,10.7,27.9,29.7
46035,7.2,9.4,28.4,34.3
46037,9.6,11.2,28.9,30.8
46039,8.3,10.8,27.9,33.3
46041,13.5,15.6,38.9,39.9
46043,9.5,11.0,29.9,29.8
46045,8.5,9.0,28.9,29.1
46047,9.8,11.2,29.3,31.7
46049,8.7,9.8,28.1,29.3
46051,9.3,8.3,28.0,30.6
46053,10.9,10.4,29.7,32.2
46055,9.4,10.3,28.3,30.1
46057,8.0,9.7,29.0,30.8
46059,10.0,10.5,28.9,29.9
46061,7.0,8.3,28.3,28.9
46063,7.5,8.1,29.0,32.4
46065,8.9,9.5,29.5,28.3
46067,8.8,10.5,29.3,31.0
46069,10.2,10.5,31.4,30.5
46071,11.4,11.2,32.4,34.8
46073,8.6,9.9,26.6,27.8
46075,8.7,10.9,29.6,29.3
46077,8.2,10.0,26.8,33.8
46079,7.2,8.6,29.0,31.3
46081,6.8,7.3,23.6,25.7
46083,5.5,6.6,25.6,28.7
46085,10.2,10.4,33.2,33.5
46087,7.9,9.0,27.4,28.5
46089,9.4,11.8,27.4,27.3
46091,9.4,9.6,27.9,32.2
46093,7.3,8.4,25.8,27.0
46095,12.1,13.2,32.6,32.4
46097,9.1,10.6,28.4,31.4
46099,7.0,7.9,28.2,27.8
46101,8.3,11.0,29.7,32.9
46103,7.5,8.4,25.9,27.3
46105,9.6,10.1,28.6,32.8
46107,9.5,11.0,28.0,29.2
46109,9.9,12.0,32.6,32.0
46111,8.0,10.2,30.1,29.7
46113,12.4,15.8,41.0,42.9
46115,8.7,9.9,29.4,31.4
46117,7.9,9.8,29.4,33.4
46119,8.2,9.3,30.4,33.1
46121,12.0,18.2,36.2,38.0
46123,9.3,10.7,31.9,30.7
46125,8.7,8.4,27.9,32.9
46127,7.1,9.2,29.7,30.4
46129,10.4,10.7,29.8,28.4
46135,8.0,7.9,29.2,30.0
46137,12.2,16.5,37.6,42.0
47001,13.1,12.3,30.1,31.7
47003,11.3,11.5,30.1,32.1
47005,13.5,14.3,31.3,32.4
47007,11.6,12.5,32.9,32.7
47009,11.2,13.7,31.5,34.0
47011,12.0,14.3,29.1,34.9
47013,13.2,13.4,33.1,32.5
47015,10.5,12.9,30.8,33.3
47017,12.7,14.6,33.2,32.4
47019,12.8,14.2,34.4,31.8
47021,10.0,12.3,30.1,33.8
47023,13.3,14.7,33.0,32.0
47025,11.4,14.8,30.4,30.8
47027,11.8,13.9,32.4,31.3
47029,13.2,15.8,34.9,34.4
47031,13.1,13.1,33.8,35.9
47033,12.9,13.8,32.7,33.0
47035,11.5,18.2,29.0,29.2
47037,9.4,10.6,30.3,30.9
47039,12.4,15.0,29.4,36.3
47041,11.7,14.4,31.4,31.8
47043,10.7,12.6,30.6,35.9
47045,12.7,15.8,35.8,37.2
47047,11.5,17.6,34.6,31.1
47049,12.6,14.6,31.3,35.5
47051,11.8,13.1,32.5,30.9
47053,13.0,13.1,33.5,32.3
47055,12.2,14.4,34.0,32.1
47057,12.3,14.4,30.5,35.0
47059,11.0,12.3,32.8,29.8
47061,11.3,15.2,29.5,31.3
47063,12.4,13.9,31.4,30.8
47065,11.3,12.2,29.3,30.2
47067,11.9,13.0,30.4,30.6
47069,12.3,14.7,38.3,37.8
47071,11.7,13.8,29.6,31.9
47073,13.7,14.4,33.1,32.9
47075,13.2,15.3,36.1,38.4
47077,10.9,15.9,32.8,34.8
47079,11.7,14.0,31.7,33.7
47081,10.9,12.2,29.5,32.1
47083,12.1,15.2,31.1,33.2
47085,12.5,14.1,31.6,35.6
47087,13.5,13.8,32.3,34.7
47089,11.4,12.3,30.4,34.2
47091,11.5,14.1,30.5,29.2
47093,11.2,11.2,28.6,29.7
47095,11.1,13.5,34.8,37.5
47097,10.2,15.4,34.4,38.3
47099,12.6,14.2,31.5,34.0
47101,11.7,14.5,29.8,34.3
47103,10.7,14.2,30.8,32.1
47105,12.0,13.3,30.5,27.5
47107,12.1,14.1,32.4,33.7
47109,14.1,16.9,33.5,38.6
47111,12.2,14.2,33.0,34.2
47113,11.2,14.2,31.6,34.3
47115,11.9,15.9,34.5,32.9
47117,12.0,14.4,32.2,31.3
47119,11.6,11.9,32.5,33.6
47121,11.4,14.2,31.9,27.9
47123,11.4,14.7,31.1,35.5
47125,11.7,9.8,30.9,29.0
47127,11.9,14.0,31.5,32.0
47129,11.5,12.3,30.3,30.3
47131,13.4,15.5,31.6,33.6
47133,11.1,15.1,29.6,33.0
47135,11.5,16.3,32.6,31.4
47137,13.1,15.0,31.2,33.1
47139,12.0,13.7,31.1,34.9
47141,11.3,12.5,29.4,32.6
47143,11.5,13.7,31.3,30.4
47145,12.6,13.4,32.2,34.1
47147,11.9,12.8,31.4,35.6
47149,9.3,9.9,30.6,33.0
47151,11.8,13.4,30.9,28.9
47153,10.7,13.5,31.3,28.3
47155,12.0,12.2,28.8,30.6
47157,11.9,12.2,33.7,32.6
47159,11.8,13.6,30.2,36.8
47161,11.5,15.2,32.8,31.4
47163,12.9,14.4,31.2,30.1
47165,11.6,11.8,29.1,29.7
47167,11.1,13.5,33.8,35.4
47169,11.9,13.2,31.9,32.9
47171,13.9,14.7,31.0,33.4
47173,11.0,13.8,29.4,31.0
47175,11.9,14.6,31.1,32.1
47177,10.5,16.3,32.9,31.4
47179,11.4,12.9,29.4,32.2
47181,10.6,12.3,29.8,32.7
47183,10.8,14.7,30.7,30.9
47185,11.2,13.6,30.5,31.2
47187,8.6,9.2,27.4,25.9
47189,10.4,12.7,31.9,31.7
48001,10.6,11.7,28.3,31.6
48003,9.1,8.8,28.0,28.1
48005,9.3,12.9,30.0,37.5
48007,10.9,12.1,26.8,26.9
48009,10.2,10.6,27.6,27.1
48011,10.4,10.6,27.8,27.2
48013,8.9,10.8,26.8,27.9
48015,9.8,9.7,28.0,27.0
48017,9.4,9.5,28.0,26.7
48019,9.4,11.3,26.3,27.1
48021,10.3,9.7,30.0,33.1
48023,10.8,12.2,27.5,28.1
48025,8.1,8.7,29.1,29.3
48027,10.9,9.2,29.2,29.0
48029,8.1,8.9,25.6,27.3
48031,8.7,11.2,27.8,28.7
48033,9.5,11.3,27.6,27.3
48035,9.9,10.2,25.8,27.8
48037,9.5,12.7,28.8,32.4
48039,10.3,9.1,28.2,31.2
48041,7.4,7.6,26.1,28.4
48043,8.2,9.7,25.5,27.7
48045,11.7,11.2,27.5,26.4
48047,9.9,10.8,26.9,27.2
48049,9.6,9.5,25.8,25.2
48051,11.0,12.2,28.0,29.8
48053,9.6,10.0,27.0,30.0
48055,9.0,9.8,28.6,26.4
48057,9.5,11.6,28.0,29.1
48059,9.5,11.0,28.6,28.4
48061,8.7,9.3,26.7,33.2
48063,10.5,11.2,28.9,31.8
48065,10.6,11.0,27.8,28.4
48067,11.0,13.7,29.3,31.3
48069,10.1,9.3,27.4,28.1
48071,9.3,9.6,28.1,28.6
48073,9.2,11.6,29.6,30.1
48075,9.1,9.0,27.7,27.0
48077,9.4,11.2,28.8,29.4
48079,10.6,10.9,28.5,26.9
48081,11.3,12.6,26.6,28.1
48083,10.2,11.6,26.2,28.1
48085,7.4,7.9,23.4,24.6
48087,10.7,10.7,27.7,28.0
48089,11.0,11.3,28.1,28.5
48091,8.5,8.8,24.6,26.7
48093,10.4,10.8,26.6,28.3
48095,8.3,8.7,28.7,27.5
48097,11.3,10.3,28.5,29.2
48099,8.1,9.1,28.1,30.3
48101,12.0,12.3,27.5,27.4
48103,10.1,8.8,28.5,29.3
48105,10.1,9.9,28.5,27.9
48107,9.9,9.8,27.5,27.8
48109,10.0,10.0,26.8,27.6
48111,8.8,8.0,27.5,31.5
48113,9.3,9.1,28.3,27.6
48115,9.8,9.1,28.8,29.9
48117,9.3,8.7,27.5,29.4
48119,10.3,11.9,28.0,28.0
48121,8.5,8.0,28.5,22.1
48123,10.5,11.6,28.3,30.6
48125,9.8,9.9,28.4,26.6
48127,9.1,9.3,27.8,29.9
48129,10.9,11.1,26.8,27.6
48131,9.4,9.9,26.6,27.8
48133,10.4,12.2,27.1,28.2
48135,9.4,8.9,29.7,31.6
48137,9.0,11.8,28.1,27.1
48139,8.3,9.9,29.5,29.8
48141,7.7,9.5,23.8,28.4
48143,8.8,8.9,27.6,28.2
48145,11.0,11.5,29.0,29.8
48147,9.6,10.4,26.2,28.4
48149,10.8,11.6,27.1,27.1
48151,10.8,11.7,27.2,26.7
48153,10.7,11.4,27.7,26.8
48155,11.4,11.7,26.7,26.3
48157,8.2,8.4,25.4,23.9
48159,9.5,11.3,26.9,26.9
48161,10.1,11.0,29.4,28.5
48163,8.2,8.6,27.1,27.5
48165,9.0,8.9,27.7,30.6
48167,9.7,9.8,27.5,27.6
48169,9.6,8.3,28.4,27.5
48171,10.1,13.3,25.5,26.8
48173,9.7,9.6,27.8,26.8
48175,10.0,11.9,26.5,29.2
48177,10.1,12.0,28.1,29.5
48179,10.7,10.9,29.8,28.4
48181,9.0,9.3,25.1,28.9
48183,10.3,11.0,29.4,35.3
48185,9.9,11.9,28.9,29.1
48187,8.5,10.0,28.0,30.9
48189,9.5,10.3,28.0,30.6
48191,11.2,12.4,27.4,29.1
48193,10.6,11.8,26.8,30.0
48195,9.3,9.7,27.1,28.1
48197,10.4,10.9,27.8,28.5
48199,10.4,9.9,28.4,32.1
48201,8.8,8.5,26.7,27.2
48203,11.1,11.9,29.9,33.3
48205,9.4,9.6,28.8,27.3
48207,11.7,10.5,27.7,27.3
48209,6.8,8.7,25.9,23.8
48211,10.2,9.4,27.0,26.8
48213,10.2,10.9,28.7,30.2
48215,9.6,9.7,28.7,34.4
48217,10.0,10.1,29.0,28.7
48219,9.5,8.7,27.0,30.7
48221,10.0,11.7,26.7,26.5
48223,10.6,10.5,29.3,30.5
48225,11.5,11.3,28.6,28.3
48227,9.0,9.7,29.2,31.1
48229,10.0,10.0,26.4,26.3
48231,10.1,10.3,29.8,27.0
48233,10.9,10.5,28.4,31.1
48235,9.5,10.6,27.3,27.9
48237,9.8,9.7,27.6,26.9
48239,11.2,10.9,28.1,32.2
48241,10.9,13.2,30.1,29.1
48243,10.0,12.4,25.1,26.2
48245,11.2,10.8,29.7,33.2
48247,10.1,9.9,27.5,27.3
48249,9.0,9.2,28.0,28.5
48251,10.0,9.4,29.6,30.2
48253,9.1,9.0,28.3,27.4
48255,8.6,9.5,28.9,29.2
48257,8.5,9.2,30.2,27.2
48259,8.3,8.9,24.7,27.3
48261,9.4,9.2,27.6,26.4
48263,11.3,12.0,26.5,26.4
48265,10.7,13.4,26.1,26.7
48267,10.2,11.6,26.0,28.4
48269,9.2,10.5,28.2,27.5
48271,10.8,10.8,26.8,26.7
48273,8.3,9.2,27.2,28.0
48275,12.0,11.2,27.5,26.6
48277,10.8,11.6,25.5,32.7
48279,10.1,10.2,27.8,31.0
48281,9.2,10.2,26.9,28.2
48283,8.7,8.2,27.6,26.6
48285,11.3,11.7,26.8,32.0
48287,10.1,10.8,26.8,28.1
48289,10.5,13.8,27.4,29.5
48291,9.4,11.0,28.3,27.6
48293,10.7,11.8,28.6,33.9
48295,9.8,9.5,26.9,27.2
48297,9.6,10.8,27.5,27.6
48299,11.3,13.3,24.8,27.0
48301,11.3,10.5,27.5,29.0
48303,7.7,8.6,27.4,27.7
48305,10.2,10.4,27.4,28.4
48307,10.4,11.0,26.9,28.5
48309,10.1,9.0,31.4,28.6
48311,10.8,11.8,27.6,32.2
48313,9.5,9.1,29.5,28.8
48315,12.4,12.5,29.3,31.3
48317,9.2,8.8,26.8,27.1
48319,10.3,12.5,26.6,26.2
48321,11.3,11.2,28.5,31.9
48323,9.4,8.7,26.7,29.4
48325,9.0,11.2,29.2,32.2
48327,11.1,12.9,26.5,27.3
48329,8.3,8.6,27.1,30.9
48331,11.4,11.9,28.6,29.7
48333,10.3,11.7,26.3,26.1
48335,9.9,8.9,29.6,26.6
48337,10.4,10.7,26.9,25.9
48339,8.4,10.1,25.0,24.5
48341,8.6,9.0,28.9,29.9
48343,13.0,11.1,28.7,30.0
48345,11.6,13.0,26.9,26.8
48347,9.2,11.3,29.5,32.2
48349,9.7,10.1,29.5,28.4
48351,10.9,11.7,28.8,28.0
48353,10.8,10.4,28.4,29.0
48355,10.5,9.9,27.9,33.6
48357,8.4,8.2,26.8,28.7
48359,9.9,9.3,28.1,29.3
48361,9.8,8.9,29.3,29.5
48363,9.3,12.0,29.5,29.4
48365,10.5,10.9,28.3,30.7
48367,9.3,10.5,27.5,29.0
48369,9.8,9.4,28.1,29.4
48371,9.4,9.8,26.3,28.6
48373,11.0,10.8,30.1,29.4
48375,8.9,8.9,31.3,31.0
48377,9.7,10.3,26.1,26.1
48379,9.7,11.8,27.7,29.7
48381,8.6,8.2,26.1,26.6
48383,9.6,8.9,27.8,27.7
48385,10.6,12.1,26.0,27.6
48387,11.2,11.9,27.9,30.7
48389,10.2,8.1,27.4,28.3
48391,10.7,10.9,27.9,28.4
48393,10.2,10.3,27.9,26.6
48395,11.5,10.9,28.8,29.8
48397,8.1,8.9,27.3,25.3
48399,11.0,11.5,27.1,26.8
48401,11.3,10.8,28.4,30.8
48403,11.8,13.2,27.0,27.8
48405,12.2,13.7,28.5,32.3
48407,10.4,12.6,27.6,28.1
48409,10.1,10.5,27.0,33.0
48411,9.9,11.4,26.9,27.4
48413,10.1,9.8,27.6,27.5
48415,9.1,9.1,27.7,26.2
48417,10.1,10.4,26.6,28.3
48419,10.6,11.7,29.7,31.2
48421,8.9,10.0,27.2,27.5
48423,9.1,10.2,27.6,29.6
48425,9.3,10.7,26.9,27.6
48427,8.5,8.4,27.2,29.6
48429,9.7,10.0,27.4,27.0
48431,10.0,10.1,27.0,27.4
48433,11.4,12.0,26.8,27.0
48435,9.0,9.8,27.3,26.6
48437,10.4,9.9,27.6,27.7
48439,8.4,11.0,26.8,29.1
48441,8.7,9.2,27.9,30.8
48443,11.6,10.6,26.0,26.8
48445,9.5,9.8,28.0,29.2
48447,11.1,11.3,26.4,26.8
48449,9.1,9.5,29.1,30.9
48451,10.4,10.1,27.8,27.6
48453,6.8,6.4,22.7,20.3
48455,11.3,11.5,28.0,27.4
48457,10.4,12.3,27.1,31.0
48459,10.3,10.7,27.6,29.6
48461,10.5,9.6,27.1,26.9
48463,9.5,10.5,27.2,30.0
48465,10.6,8.7,27.0,30.0
48467,9.5,10.8,25.8,30.2
48469,10.3,10.3,28.7,34.3
48471,8.8,9.0,31.3,29.7
48473,9.7,12.0,30.3,33.6
48475,9.9,9.7,28.0,28.5
48477,11.4,11.8,29.7,29.6
48479,9.1,8.6,28.4,31.3
48481,11.2,10.2,30.7,31.9
48483,10.5,10.8,27.3,27.8
48485,10.6,12.3,27.4,31.1
48487,10.0,11.0,28.4,28.0
48489,9.0,8.3,27.9,27.6
48491,6.9,7.4,25.0,31.1
48493,10.0,9.7,27.3,31.4
48495,9.7,8.7,27.3,27.7
48497,8.6,10.4,29.8,30.9
48499,11.2,11.7,27.5,30.1
48501,9.4,8.6,27.4,26.7
48503,10.3,10.9,27.8,27.1
48505,8.9,8.3,27.5,26.3
48507,8.7,8.7,27.8,27.4
49001,7.5,7.9,25.6,25.7
49003,7.5,9.9,27.8,33.5
49005,5.2,5.6,23.5,21.8
49007,8.9,9.6,25.5,26.6
49009,8.9,10.1,25.0,26.1
49011,5.8,7.4,23.7,25.0
49013,9.4,8.0,26.8,27.6
49015,8.5,8.7,29.7,25.8
49017,8.7,9.7,25.1,32.5
49019,8.2,7.8,21.5,22.3
49021,5.7,6.8,24.7,23.3
49023,7.2,10.2,26.0,28.0
49025,9.1,9.8,25.4,26.1
49027,7.9,9.3,21.4,31.3
49029,6.7,8.3,21.3,22.0
49031,8.7,10.1,26.6,26.1
49033,8.4,8.7,25.7,26.4
49035,6.9,7.2,23.6,25.4
49037,9.6,10.6,25.1,26.7
49039,7.4,7.9,26.4,25.4
49041,7.6,9.5,23.1,29.9
49043,3.9,4.2,13.9,14.4
49045,7.7,9.2,30.5,31.7
49047,8.7,8.0,27.4,27.6
49049,5.6,5.5,24.2,24.4
49051,5.6,6.5,22.4,23.0
49053,7.7,7.8,23.2,23.7
49055,8.5,8.5,23.6,22.8
49057,7.4,8.3,26.3,28.4
50001,5.9,6.7,21.6,23.0
50003,7.9,8.8,22.6,24.1
50005,7.4,8.2,25.0,28.3
50007,5.2,6.5,19.1,19.8
50009,6.8,10.2,23.9,29.8
50011,7.8,8.1,27.5,27.5
50013,6.5,7.4,24.4,26.8
50015,6.6,7.0,23.7,25.2
50017,6.9,7.7,25.8,26.6
50019,7.6,9.3,26.2,28.5
50021,8.1,9.4,25.1,29.5
50023,7.7,8.3,21.9,23.0
50025,7.2,7.5,22.9,23.4
50027,7.4,8.1,23.6,24.0
51001,11.8,13.6,31.4,34.7
51003,8.6,7.6,23.9,22.6
51005,11.1,11.0,26.4,33.0
51007,11.0,11.8,29.2,29.0
51009,12.2,12.7,28.4,29.4
51011,11.9,11.6,29.1,29.3
51013,6.9,4.2,20.8,16.1
51015,9.4,11.6,26.2,34.0
51017,11.2,10.9,27.0,28.7
51019,9.1,11.1,24.9,33.1
51021,10.6,10.0,27.9,30.9
51023,10.4,11.1,26.7,25.6
51025,12.5,12.0,32.8,35.9
51027,13.3,14.6,30.9,31.8
51029,12.2,14.3,31.0,33.5
51031,10.5,11.0,28.5,31.5
51033,10.7,10.5,29.4,29.6
51035,12.0,12.3,29.9,29.1
51036,14.5,14.2,33.0,35.2
51037,11.5,12.0,28.3,33.5
51041,8.6,9.1,27.3,26.0
51043,10.3,10.7,26.3,26.8
51045,9.5,10.7,26.0,27.8
51047,9.1,10.6,28.8,31.8
51049,11.6,13.8,30.7,32.1
51051,10.5,10.4,29.4,35.1
51053,11.6,11.4,31.2,32.7
51057,12.8,14.1,31.3,32.7
51059,7.8,6.2,22.7,20.3
51061,9.5,10.3,26.4,25.5
51063,9.5,9.5,25.7,26.5
51065,10.6,11.1,28.2,27.6
51067,10.2,11.1,26.3,28.4
51069,9.1,9.3,29.1,31.7
51071,11.1,10.6,24.7,30.3
51073,9.6,11.1,25.7,34.5
51075,9.5,11.5,26.0,28.4
51077,11.6,11.0,26.6,30.3
51079,8.7,9.9,27.5,27.9
51081,11.3,14.1,32.1,32.7
51083,14.7,15.9,30.9,32.4
51085,9.3,9.4,25.8,27.4
51087,9.1,9.7,27.0,27.5
51089,12.0,15.1,28.2,32.3
51091,11.4,12.4,25.4,26.3
51093,11.9,12.6,29.9,29.3
51095,9.5,10.5,26.0,25.2
51097,12.1,12.2,30.3,30.1
51099,8.9,9.3,27.5,28.3
51101,9.9,10.3,29.3,26.3
51103,13.4,13.8,27.0,29.8
51105,12.6,12.1,32.6,29.4
51107,6.6,6.9,23.3,21.6
51109,10.2,10.9,28.7,32.4
51111,12.1,13.2,31.1,27.5
51113,9.9,11.4,29.3,29.1
51115,11.7,11.9,27.6,27.8
51117,12.7,13.7,29.9,30.9
51119,11.9,12.4,26.7,26.2
51121,6.6,6.8,26.0,24.2
51125,10.7,12.9,26.0,29.7
51127,9.5,9.9,28.6,28.2
51131,13.3,14.6,29.8,36.1
51133,13.2,14.8,29.9,26.3
51135,11.8,14.0,31.3,34.0
51137,9.9,10.1,27.0,28.3
51139,9.5,10.9,28.4,28.3
51141,11.4,12.5,27.5,30.9
51143,11.5,14.3,28.5,32.0
51145,8.9,10.7,26.9,30.0
51147,11.0,11.4,30.1,32.1
51149,9.4,12.3,30.1,33.2
51153,9.2,7.9,27.9,25.5
51155,11.4,13.7,26.0,33.0
51157,10.7,11.7,26.4,27.2
51159,10.9,11.6,28.9,29.9
51161,10.2,11.5,24.4,26.6
51163,10.7,11.4,28.3,24.8
51165,9.5,9.9,28.3,26.4
51167,12.2,11.5,27.2,28.9
51169,10.4,14.1,26.8,31.2
51171,11.5,10.5,27.4,26.6
51173,9.8,9.7,26.9,29.6
51175,11.5,12.6,28.8,31.1
51177,9.5,12.6,28.5,32.7
51179,8.1,8.3,27.4,29.6
51181,12.7,14.0,31.7,35.3
51183,12.0,13.5,32.2,35.9
51185,11.3,15.3,29.0,30.3
51187,9.9,10.6,27.8,29.2
51191,11.3,13.1,24.4,30.0
51193,12.5,13.5,29.8,30.7
51195,10.5,12.1,31.6,30.8
51197,11.2,12.1,27.7,31.3
51199,10.0,9.5,28.1,26.1
51510,7.4,6.2,21.3,20.1
51515,12.6,,28.4,
51520,10.7,10.5,25.4,27.3
